,text
179,"Can confirm. As a teenager i was shocked to find out that the respectful / friendly approach gets you nowhere while the guys making suggestive jokes and immediately and shamelessly hitting on girls had success.          

Which was the reverse of what i was taught how courtship worked. I was told that women hate guys who immediately hit on them.        

I'm in my thirties now and i still find it difficult and ""wrong"" to immediately flirt with a woman without knowing a damn thing about her. Still makes me feel like i'm acting like a shallow wannabe-womanizer. "
180,"Depends.  You interested in being her friend if she says no?  If not, flirt away and make your intentions known."
181,"Heh. Used to rent a room off my best friend, shared the room with their (at the time) infant son. Time went on and he was I dunno 2 or 3 when this happened, usually he would sleep clean through my alarm every time so no biggie. One morning I was changing and apparently he was awake because he was looking at me, naked, and said ""pee peeeeeeeee."" Changed in the bathroom after that."
182,"I call her Peanut, not to be cute or anything; it's short for The Peanut Gallery. She makes a lot of smartass comments. God, I love her."
183,Start getting semen everywhere. It'll overpower the smell of all those seamen.
184,"I had a girl spend the night, and I had to get up earlier than I wanted to drive her home"
185,"The fuck. 

&gt;Then she insists she doesn't mean it. 

Because then you won't be around anymore. "
186,"This is from an ex but: she would get stupidly wet anytime she was aroused, like *way* more than average. She was always grossed out by it and hated it but I thought it was insanely hot. It's easy to feel like a sex god when you go down on your partner and come up looking like you just went for a swim in the Atlantic. "
187,"""You know I'm insecure!""

Yeah. I do. Now I know you're manipulative, too."
188,"Probably at the end of the day it is validation. Having an S.O. who loves you is pretty much the biggest validation of your self worth if you require people to build your self esteem.

It isn't enough that girls are interested in me or I ""know"" that I am objectively good-looking. I need those loving moments after sex where she validates me physically, sexually and emotionally. I know it isn't healthy but I don't let my insecurity affect me outwardly. I have a very confident front, I probably come across as uncaring at first."
189,"When our kids asked questions, we gave them straight answers about anything and everything they asked. Our protocol was ""If they have the capacity to ask a question, they are entitled to a truthful and complete answer."""
190,"TBH... no offense, but... I'm not racist/sexist, but...

always followed by offensive comments."
191,"I never noticed girls flirting until I got older and honestly I'm still bad at picking up signals.

Really the easiest way for me to tell is how they laugh at your jokes. I don't know why, it's just the most obvious flirting I see girls pull off-you'll spend the whole night thinking that you're some kind of humor god then realize she was just stroking your ego. 

Also, you really get knocked down a peg when you try the same joke routines on girls who aren't interested at all. "
192,"&gt; on the jerb

Coach Z, is that you?"
193,[deleted]
194,Basically at least one in every Animaniacs episode
195,A 44 year old with two machetes.
196,I'm worth an Olive Garden parking lot at least.
197,I don't think it's legal for me to share them
198,[deleted]
199,"I don't know where conventional relationship milestones fall, but I would say: Before moving in together, but after experimenting with butt stuff."
200,"Well, first you need to move to New York and get a nice suit.  
Then you send in your resume to all the banks down on wall street..."
201,"It crushed me for a long long time. I stopped going out, avoided talking to girls, neglected my hygiene.. Even when I got to be in a much better place emotionally, I wouldn't escalate anything sexual &amp; would often talk my way *out* of sex at every turn. For me, the risk of it possibly happening again outweighed any personal need for sexual gratification. 

 I'm all better now though  :)"
202,"Oh I get that one on a regular basis. It's meant to be in a teasing sort of way, but at a certain point it definitely sort of wears on me.  "
203,"Every once in a while she dislocates her shoulder, then resets it herself. So I call her Riggs"
204,[pic](http://images6.fanpop.com/image/photos/32500000/Velma-and-Daphne-in-Bed-scooby-doo-32575831-500-374.png) VERY related
205,"Pros: The Emotional Fulfillment of being with someone you love.

Cons: Loss of free time, less time to see friends, have to monitor your relationships with female friends more closely, less money, always having to think of someone else, risk of emotional pain if you guys break up, risk of growing bored with the relationship, can't pursue other women, can't make future plans without considering the relationship, life stress brought on by the other person's problems.

In my opinion, the pro's are worth the cons with the right person. And ONLY with the right person. You know deep down if it's the right person just like you know your name.

The cons are NEVER worth it with someone who's ""good enough."" I don't fucking care how lonely I feel, if it's not the right girl, I'm not going to date her.

If I never meet the right girl, then I'll be single for life. Because none of that bullshit is worth being with someone who isn't absolutely right for me. 

Edit: Since this got some visibility, I have something to add:

Every human being, has dated a person whom they know deep down is the wrong person, but they are still deeply in love with them despite that fact. 

They can be the wrong person for the most seemingly-insignificant or incredibly significant reasons, it doesn't matter.

If you know they're the wrong person, nothing will change that. No matter how much you love them. I hope you can find the strength to leave once you realize they aren't right for you.

I held on to a woman I loved despite numerous red flags and the clear and ever-present reality that she was SO WRONG for me, staring me in the face. I held on and got burned, badly.

Luckily I have enough confidence in myself to know that I was the victim in the situation, and 6 months later I've moved on and am happy and healthy. It was a very difficult, but worth-while lesson. "
206,"Do dogs think ""I need to nut"" when having sex?"
207,"bracing for downvotes, but...when people excuse sexual violence by blaming their biology. I do not believe that higher levels of testosterone mean that men are unable to control themselves. (the fact that women also molest/rape should be proof that this behavior is not solely about biology, as well.)"
208,"Just lay your cards on the table bluntly and clearly.

I've been meaning to ask this for a while. I'd really like to get to know you better. Dinner on Friday?"
209,"Call up a bunch of her friends, tie me to the bed,  and make me into a sex slave for an all female harem. "
210,The most interesting description of homosexual activity I have ever seen 
211,"On a dessert island, etiquette dictates that you wait until they cover themselves in chocolate sauce. 

On a desert island, you wait until you have hunger hallucinations about them doing so.
"
212,"* Increased risk of exposure to disease/infection

* Possibility of legal trouble

* Possibility of violence (hookers in rough areas ""rolling"" Johns, etc)

* Possibility that paying for sex will reinforce or stir up low self-esteem/other negative emotional/mental issues

* Unforseen consequences with future partners (disease/infection/partners who have issues with sex work)


All that said, sex is all about calculated risks, and I'm not inherently against sex work or sex workers. The more ethical and safER way to do it would be to use an escort service in a place where such things are regulated (Nevada/Amsterdam etc), but nothing is ever 100%, either with the potential for exploitation or personal consequences."
213,"Sit down, be humble."
214,"I have found I save MORE, much more, when I was single."
215,"Oh yeah, Bob sacrificed himself, what a brave man.. *hides knife behind back*"
216,"I promise, I don't mean this to be condescending or rude; but I'm genuinely interested in the message you're trying to convey here.   
Maybe I'm reading it wrong, but I'm finding it really hard to understand everything you've typed :("
217,*You fucking retard.*
218,"That a guy should be ready for sex all the time. If the guy just doesn't feel like sex, something is wrong with them."
219,Someone who's open to talking about anything instead of instantly judging you for bringing up a topic they don't like. 
220,"And wouldn't it be awful if she knew what a penis was?! Definitely don't want any ""awkward"" questions to deal with... best to leave all of her sex-ed to her equally ignorant teenage cohorts when the time comes, and of course the good ol' internet's vast repository of graphic pornography.

Phew! Dodged an ""awkward"" situation there!"
221,"She called my cat ugly and said he had a big nose, I've had my Fuji since kindergarten and I love him (he can be a hoe sometimes though) so much and it hurt :/ she apologized profusely after I started crying lmao I'm a pussy "
222,"imo, follow your daughter's cues. She'll eventually get really into the concept of being a big girl and wanting to do everything by herself. Right now she's just a baby and I don't think co-showering is something anyone should be questioning you over, though people probably will because they're gross.

I used to take baths with my younger brother and I can still remember the day my dad told us we had to start taking baths separately. I was so confused. He didn't explain that it was because we were different genders or were getting, in his opinion, too old, he explained nothing.

The world will corrupt and instill shame in your daughter all by itself without her parents contributing to it. If she still wants to shower with you, let her shower with you."
223,[deleted]
224,You might be getting down voted for the 'don't ever ask for anything' part. The first part makes sense but that sentence sounds slightly rapey. 
225,"Fuck, am I the only one here who actually likes my girlfriend? What kind of people are you guys dating?"
226,"WASH EVERYTHING, your dick, your asshole your shitty waxfilled earlobes, hygiene is everything, and for the love of God do not forget to shave, get a haircut and trim those talons you call nails

Keep the place immaculate, largely relates to hygiene. Big things are; The Bathroom, The Bedroom, The Living Room in that order. Bathroom should be sparkling by the time you are done with it. For your bedroom, change your sheets and pillow covers and keep everything neat, presentable and DEFINATELY NO RANDOM SHIT LYING ABOUT, everything needs a place, if it doesnt have a place, its going in the garage/attic/trash

Get some snacks and probably some booze, you probably wont need anything too fancy but nothing is more awkward than running out of decent food/booze because your roomy took it and you didnt know. Wine is pretty good as its classy and pretty light. Generally Id suggest a bottle of red and something to go with it at the minimum.

Make sure you have protection in an easily reachable place, nothing kills the mood harder than looking for your fucking condoms and having no idea where they are, also please make sure they arent 3 years old and full of holes, just go buy a new pack and be sure.

Tell anyone who stays with you that a girl is coming over so they can make other plans, basically tell them to fuck off for 1 night.

Dont rush in to fucking, chat a bit, have some fun, maybe get something off netflix you guys can watch, go get icecream beforehand or w/e. Unless she is basically just there to fuck, it is your obligation as a host to entertain your guest, she may not appreciate the gesture, but most people do"
227,"Al gore

Edit: [Why I call her Al Gore](https://www.youtube.com/watch?v=h05YfP_8UsU)"
228,"Might I offer this.

Keep those 5-10 friends close and dear. Its okay to have more people to hang out with, but managing those relationships can burn you out.

I had a lot of friends, and now I have like 5.. that I would call friend. 


For getting girls. Who you hang out with are the people you will attract. Stay positive, work out, eat healthy, dress correctly; and most importantly be yourself. Its easier to be you than something your not. If you go to college, join clubs of interest and things you would try."
229,"You should have responded with ""I don't know"""
230,"We used to say ""babe"" and it devolved to ""bae"" which was a bit of a joke but now it's the only thing we call each other. I know people judge because they assume we mean it the way it's popularly known, but I don't care. We also just picked up ""mama/papabear"" because we just learned we're expecting. "
231,"Who says he just wanted sex? The stereotype that guys see relationships as ""friends+sex"" is a bit annoying. I guess that's what women have been taught while growing up. "
232,Kids gotta get learn that he can't get by on a good jump shot. He's gotta juke out his man if he wants 2.
233,"I call her my Queen Bee, because she thinks she's a queen but really she's a B"
234,"Gay men don't only hit on men who SEEM gay. 
Believe it or not, there are some gay men who you wouldn't know are gay until they tell you. So...that means sometimes us gay guys have to ""take a chance"" and go for someone we're not sure about. We don't know until we ask. I say this because some straight guys act super concerned that they may ""appear"" gay.

Straight guys, please stop assuming that if you get hit on by gay men that it automatically means you scream GAY! That is often not the case. Many times, we see a hot guy or getting to know one...we have to hit on/ask them. There's not always a flashing sign over a guy's head telling us such.

Also...back to the original question, men are just naturally going to be the ones to take this sort of initiative. Women probably find you equally as attractive, but they don't seem to be nearly as forward as men can be...on average. 

TL;DR...you're probably just hot, and men are going to be more likely to approach you than women. Also, you probably don't look super intimidating...so we don't have to worry about defending ourselves if you react violently."
235,"*""I love you too, fucking fatso""*"
236,No.
237,I should have spent my $100 more wisely but whatever.
238,"Like without stopping? Once a girl I was dating was on her period but wanted to get me off. She knew it's hard from me to cum from it so she blew me for 45min-hour or so. She had to take a rest in between. Managed to finish in the second half and she swallowed. 

The best I'd ever gotten was from the same girl and she managed to get me off right away on valentines day."
239,because being powerful feels great
240,"The fucking thing is an iPhone, which apparently has a good enough microphone to transmit shit stains miles away, but hell if my parents can hear my voice while riding the bus. Silly me for getting a ""smartphone""."
241,"well shucks, I wouldnt be feelin to good bout that, no way no how, so siree bob"
242,"I mean at that point you just tell her to suck it up and go. Not like you aren't responsible adults, jesus.

Either that or you take someone else to the trip and leave the bitch, at home and otherwise"
243,She's gonna queef during sex. Learn to just laugh it off.
244,"at first i was afraid, but then i read it fully...."
245,I can out run them so if run until the fastest of the group is separated from the herd and crush him. Just repeat 3 other times
246,when they're capable of doing it themselves and express interest in doing so. i'd expect it to come up shortly
247,"&gt; I can't even remember what the argument was about now.

My mother almost went after my father with a hot frying pan over an onion. An onion. Sometimes shit just spirals out of control."
248,"Listening during rants is a good one.  Often times, you don't have to respond much, if at all.  Just be a punching bag of words for what happened during her day; she's just venting.

Also, don't doodle your noodle in another girl's strudel."
249,"She was happy to be with me, so why would that be a bad thing?"
250,LOL INDEED I MYSELF HAD TO ~~ACCESS MY CALENDAR FILE~~ CHECK MY BRAIN'S MEMORY TO VERIFY THAT MOTHER'S DAY DID NOT TAKE PLACE ON 05-07-2017. 
251,[deleted]
252,"Your name makes me sad, can you make an exception?"
253,"Disregarding the sex, the cons seems to outweigh the pro's....

Nice."
254,Three fucking weeks? By day 7 I'd be making my second barbecue.
255,"That's a great way of looking at it, thank you!"
256,"I do all the time. 

Source: am a dog."
257,"When she takes an interest in my interests and/or hobbies.

Case in point is the girl I've just started seeing.  I was visiting New Orleans, my dad and I got lost so I went into a tour center to ask for directions to any good restaurants in the area.  Three girls were taking a long time so I hit one of the girls up and get her number.

Later that night we're talking and she asks me if I'm reading any books.  I tell her about all the history and fiction books I've been reading and she starts telling me just how cool it is that I'm into that stuff.  We start showing each other our books and have discussions on different historical subjects and opinions on various books.  She went from a 6 to a 10 pretty fast."
258,"If she's acting more like a resident than a guest. Guests don't use our groceries, or sleep there more than a couple nights once in a while, or store things there. If you leave a curling iron and toothbrush in the bathroom long term, you've stopped being a guest. 

They need to get their own place. Or she should just go ahead and move in and quit paying rent wherever she actually lives.  Or she should go the fuck home. 

Also, if you're renting, there's a good chance they're in violation of the lease. 

Check the lease, see what you find, talk to them about it. Consider moving out with someone else as a potential contingency. "
259,"Thought I had to have a huge dick to please a woman, made me very insecure for a lot of years. Luckily I have unlearned that now and feel very good about my average sized penis. "
260,I kind of want to bang
261,"How she looks without makeup. 

No matter how much I tell her she's beautiful with and without, I won't ever win. "
262,***I START IMAGINING WHAT SHE'D LOOK LIKE IF HER MOUTH AND PUSSY WERE SWAPPED***
263,"Both men and women are way less likely to help a man in distress than a woman. Men are expected to solve all of their problems, regardless of whether they are actually capable of it. "
264,"I met one who has actually gone out her way to invite me to do things and wants to know everything I can talk about, it feels weird after so many years of being talked at but never questioned"
265,"No, but if a woman does that to me then I'm not sure how much longer I'd want to be around her."
266,"I agree, to an extent. If her and I were just dating, I feel like it'll be her responsibility to swat away any advances. Being married though, I feel as if it's also my responsibility to ensure that my wife feels safe and comfortable, and not let her fend for herself in situations she's uncomfortable with. "
267,My wife shakes when she gets excited/nervous etc. It's just her hands and most people don't notice it. She hates it but I love it. It's how I knew she was in to me when we dated because she would shake like a dog wagging its tail. It's cute 
268,"When turds leave shopping carts in parking spaces at the grocery store. I call people out when I see it, and the most common excuse is ""There's no cart corral close to my spot"". "
269,MONSTER. 
270,Show me something natural like ass with some stretch marks.
271,I think it depends more on the relationship honestly. Most of the cons won't be noticed in a good relationship.
272,Daaaaaaad
273,"&gt;I think she's perfect

Date her.

&gt;I'm a senior in college, going into law school in another state as well next year.

Break up with her when you move if you don't want to do the long distance thing."
274,"""You're a retard, imopsdad."""
275,"So you remember before you came into my life and I was happy? Because I do, and I miss that. "
276,"Woah I already do some of these things, I must be doing something right."
277,"IT'S JUST A PRANK, BRO!

No it's not a prank. It's not funny. You just broke/damaged/fucked up someone's shit because you're an immature cunt."
278,[deleted]
279,found the catholic
280,"Deep down all I want is someone there at the end of the day to talk to, to cuddle with and for them to know you I really am.  "
281,many years and several relationships ago I punched a guy because his girlfriend attacked me. My then girlfriend and I ended up in a massive argument because she didn't get a chance to punch the girl. 
282,"Exactly. Just bring her to the park and let her run off the leash for an hour or so, works like a charm on my mother's puppy."
283,"So many things in *Spongebob Squarepants*:

* Spongebob watching sea anemone porn.

* ""Doubloons (soap bars), don't drop 'em"".

* ""I'm a dirty boy"".

* Patrick licking a sand mound to create a lamp.

* Everything in the episode ""Mid-life Crustacean""."
284,Flirt ASAP
285,Are you sure she wasn't a dog?
286,HR likely doesn't decide their own budget 
287,Boo-Boo Kitty Fuck. 
288,"Ok.

I mean obviously I want her to get hers. But for many women asking *""did you come yet? Did you come this time? It's important to me that you come ""* just puts pressure on them. "
289,"**The Night &amp; the Morning After: Heat Up the Bedroom with 10 Hot Tips!**

1: **Don't Shower!**

The strong smell of manly musk is a huge turn-on for women. When preparing for a hot date, go two or three days without showering... but if you absolutely must shower, don't wash your tackle!

2: **Compare Her to Previous Lovers!**

There's nothing sexier than a challenge! Be sure to talk at length about how great your prior partners were in the sack!

3: **Notice the Details!**

When it comes time to get naked, speak up! Show that you're really paying attention by remarking on her lopsided breasts, razor burn, &amp; any blemishes you can find!

4: **Foreplay Should Be Forceful!**

If you're the sort of fellow who likes foreplay - &amp; remember, most women would rather go without it - be sure to do it right! Really mash your finger into her clitoris! The harder you press, the faster she'll orgasm!

5: **No Glove, More Love!**

It's a well-known fact that women hate it when men wear condoms. If your partner suggests it to you, tell her that you appreciate the offer, but that you'll go without. Be firm!

6: **Bring It Around the Back!**

Vaginal intercourse is great &amp; all, but if you're hoping to bring your partner's pleasure to the next level, surprise her by slipping it into her anus.

7: **Nice Guys Finish First!**

There's nothing more enjoyable to a woman than having a guy finish in thirty seconds flat. After all, it means she's just that good! To add a splash of romance, be sure to throw a wad of tissues at her then roll over &amp; fall asleep! (She'll appreciate the level of trust.)

8: **Breakfast in Bed!**

Is your lover still asleep? Give her a delightful surprise by waking her up with breakfast... breakfast sausage, that is! Nothing starts a girl's day like feeling you thrust yourself into her mouth!

9: **Keep Her Waiting!**

If she asks you to return the favor, politely decline. The anticipation of waiting for the next encounter will ensure that it's an exciting one!

10: **Whine &amp; Act Pathetic!**

A girl's maternal instinct is a force to be reckoned with! The more childish &amp; irritating you act (by telling her to make you food or letting her clean up your room), the more attractive she'll find you!"
290,Legend has it that if you cum and fart at the same time your balls retract inside forever. 
291,"Naw dude he's helpin us out!

Thanks OP I just sent my mom something nice and you reminded me to do it!"
292,"""Everyone is a dick towards me.""

Well then, I'm going to let you in on a secret: If one person is a dick to you, he is a dick. If everyone is a dick towards you, it is time for some introspection and self-evaluation."
293,"Personally, nothing in particular. I just let my mind flow and enjoy the feeling."
294,"That's too late. You won't have the strength to murder and butcher another person for food at that point, especially if they put up a fight."
295,"Cognitive Behavioral Therapy. Changing how you think isn't a matter of flicking a switch; you need a system of recognizing, challenging, and moving past negative thoughts. 

You'll get a lot of ""just do [this]"" advice which, while well intentioned, doesn't really address the heavy lifting involved. You'll have to make a lot of little changes and spend some time exploring. Find little things that, even if they don't make you happy, at least make you feel satisfied or a little bit less shitty. 

The big thing to avoid is falling into a negative spiral of thoughts and behaviors. Pay attention to the situations that make you feel lonely or desperate and break them down. Can you point your head in a different direction? Can you change your habits or pull in new routines to create a more positive experience?

It sounds like a pile of work, I'm sure, and it definitely can be. CBT isn't a silver bullet, and you'll need time and energy to work on yourself. If you're willing to pursue incremental results, though, it can help. Just make sure that you're trying to get enough sleep, eat the right food, and exercise, too."
296,"Own it. 

The day farts become unfunny is when we should all just kill ourselves. "
297,Only in the UK afaik.
298,"Wait, I understand if she made a big deal out of it but you seriously consider ignoring it to be a red flag? Maybe she doesn't find farts all that funny or maybe she doesn't want to embarrass the guy. The idea that ignoring a fart would be a red flag is even funnier than the fact that OP is stressing about farting over the phone to a girl."
299,Another point that i feel is hasn't been mentioned in this thread - If you're short but physically attractive that may also be a contributing factor - Gay men don't seem to care about height as much as women do.
300,"&gt; BUT THEN he proceeded to rub salt in the wound after we broke up for a bit by losing it while drunk to girl he later dated who then cheated on him by sucking her brother's dick.

What??"
301,"If you want to date her, date her. If you ""aren't ready"" then tell her just that. Whatever happens, happens. She won't be the one who got away but it's a totally rational fear since nobody wants to be alone. Be a man and be straight up. Tell her exactly whatsup.


I don't see why you don't just date her. Leaving her waiting has a greater chance of her saying fuck it and finding a different dude.


We're supposed to take risks."
302,"Well if I start eating myself, do I have to share? Or if Rob takes a bite of my thigh while I'm sleeping, can I eat a piece of Rob as restitution? Do I get to eat more of him to compensate for emotional trauma? If I'm infected and sacrifice myself only to reveal mid-meal that I'm tainted meat, am I held accountable for a health violation? If I can only eat kosher, and the Jewish guy isn't sacrificing himself, who's accountable? "
303,"Was getting all snuggled up to read my book and after about 15 mins, as the blanket reach the perfect temp and I'd gotten properly comfy, I realised I'd left my drink downstairs..."
304,I have a feeling if it was the wife taking showers with her the mom would have zero issue with it. 
305,"My dad was hit by a drunk driver when he was 19. He was in a coma and almost died. Apparently he used to be pretty happy-go-lucky and came back a different person.

Ironically, I bailed him out of jail this summer for drunk driving. Way to go, dad."
306,"Flirting is displaying romantic interest. That's literally all it is. In certain situations this is clearly meant in jest (I'm a hetero dude and I flirt with my guy friends all the time). But if you're *not* doing it when you are romantically interested, you are effectively deceiving the girl you're interested in. This doesn't mean you have to proclaim your undying love in your opening sentence, but you should certainly be behaving in a way that makes it clear both that you are interested in the girl and comfortable with her knowing that. Believe it or not, how 'well' you flirt is rarely the decider in whether or not a girl likes you, it just helps you find out *if* she likes you sooner.

'Coming off as a nice friend' can mean one of two things:

A) behaving as if friendship is your main goal. This is dishonest if it's not true. If that's what you mean by the question, do not do this, it's classic NiceGuy^^TM behaviour and you wanna avoid that.

B) behaving like a socially normal person comfortable interacting with the girl in question. This is fantastic and should be the basic framework within which flirting occurs. If your question is 'should I seem like I'm interested in this girl or just a normal person wanting to chat' my answer is *why not both?*"
307,"This doesn't sound right, but I don't know enough about diamonds to dispute it. "
308,"Spot on.  If you binge, you risk missing your macros."
309,"It also works for things that are not slights, but just really stupid. 

Example: 

""I tried to do a blackflip and ended up with a concussion""

""Why in the ever loving fuck would you try that""

""I was drunk""

""Oh ok"""
310,Lol why on earth would anyone downvote you for that?
311,"* Delete Facebook

* Withdraw all money out of banks and close accounts and credit cards

* Learn C/x86_64 Assembly/Python

* Install Kali Linux

* Buy RV (with cash) and use bitcoin and fake name/PO Box to buy T-Mobile subscription

* Buy 10 proxies

* Buy subscription to dark net

* Stop showering

* Buy vintage T-shirts, fingerless gloves, and at least three pairs of cargo pants

* Stop shaving

Become that hacker known as 4chan."
312,"I'd just like to go over this sentence:

&gt;More than that, it's a major red flag that you don't trust me from the outset.

Not trusting someone from the outset is a red flag for you?"
313,You're the sub's Scrappy Doo
314,"When my wife began to change shape, it just redefined my perspective of beauty. It wasn't that she was hotter or less hot, she was just changing and, because I love her, I just found the changes to be sexy. When she gave birth, I didn't miss her ""old shape"" either... still sexy.

It's hard to explain but I guess it's enough to say that my definition of sexy evolved with my wife. The same way it's evolved as we've gotten older. She doesn't look the same in her thirties as she did at 21 but I haven't felt differently.

That being said, I'm sure it helped that pregnancy is a gradual thing. She didn't suddenly appear with a big belly, so our intimacy had time to evolve. Also, we are both pretty fit people and are attracted to the same, so it probably also helps that she didn't totally balloon (35ish pounds gained by the end).

As for the rest of your question, the sex was okay and I didn't care about the baby being ""next door"". I'm a nurse, so I didn't have any apprehensions or misconceptions. My wife had some degree of nausea for the whole pregnancy and some back pain, so our sex life understandably took a hit, but there was good sex on the good days."
315,Wait is this real? I feel like I just found a cheat code book.
316,"Also, the width of your index finger is the same as the width of your anus"
317,[deleted]
318,And you never will. Secretly though she wants you to keep telling her. 
319,"I know a guy that gets with a lot of good looking girls and for a while, a mutual friend and I weren't sure why. He's reasonably handsome sure, but the girls he takes home we're far better looking than ""reasonably"" pretty.
We attribute it to his charisma. He really listens when you talk to him and will ask questions. If you don't see him for a month or two, he'll still ask you about something you discussed the last time you spoke. On top of that he's relaxed in his own skin.
I think all that makes him attractive to women and then when he sees girls that know him on nights out, he finds it relatively easy to go home with them."
320,This works once and for relatively minor slights.
321,I thought women could actually have orgasms. 
322,"That a woman can't rape a guy.

(Pls no flame war)"
323,And now you have a meal to offer your rescuers!
324,"I am curious if this opinion is common outside of the United States; as a Canadian, I find it incredibly odd to be so concerned about nudity."
325,"""I need you to want me the exact correct amount at the time I want without me saying anything."""
326,"If a woman tells you in plain English that she hates you, take her at her word because she *really* means it."
327,You're not [doing it right].
328,You got a Fartphone.
329,"Who gives a fuck, that's the point. "
330,you can call me your boyfriend anytime
331,Paralysis through analysis. 
332,Well I mean they do... just not from jack hammering your middle finger in and out of their vagina á la porn.
333,"Then you find out the hard way that he's bisexual, but you get a cheaper car at least.  "
334,"""Boys will be boys.""

Uh, no. Just because someone was born with a penis doesn't mean that it gives them a free pass to act shitty and bully other kids. "
335,"Most of my female friends have said they know within a minute or two if they would date a guy but he can turn a ""yes"" into a ""no"" in half a sentence. "
336,"A sorry excuse of a man and that I never loved her to begin with. She was drunk on the 4th of July and kissed a girl in a closet. I was devasted but I still drove her home. She slapped me couple times, hitting me in the face and such. She doesn't remember any of it, and I don't have the heart to tell her. My trust for her was never the same. "
337,"I just spat beer all over my phone, thanks"
338,This is so weird. It's like I knew these things but wasn't aware of them.
339,"A friend of mine told me ""It's hard to see the red flags when you're wearing rose-coloured glasses""

The flag he saw and the flag(s) I should have seen were of the same cloth

Take care /u/VBD0983 Good luck"
340,Also the inside of a cheek is essentially the same as the inside of a vagina. Just another cool vagina thing I thought I'd share. 
341,Nice try.
342,"Being savagely raped by spider pirate women on a wooden pirate ship in the Pacific ocean over many weeks. They spin spider silk around my member and do spider stuff to me, like put me in a cocoon except for my thing and on nostril hole.. Then I'm forced to do things and have things done to me that I'd only do in a monogamous marriage after a long, healthy dating period."
343,This is probably the best advice. I'm so repressed you could stick a diamond up my ass and in two weeks you'd have the first five books of the bible
344,[deleted]
345,Also: supporting human trafficking. Not all prostitutes are doing it voluntarily.
346,"Cartoonishly large magnet, take all the knives away. 

Then I throw a stick of dynamite at them"
347,"Partially because we're just now starting to realize how impactful mental illness can be, partially because we don't know its full scope, and partially because people like having the diagnosis to give credence to their fucked up behavior."
348,"Bill Burr.

When he does comedy he doesnt seem like he is putting on a show, he just seems like he is venting. I love it."
349,"This reads like a hookup guide for 16 year olds by 16 year olds.

And I think that 80/20 thing is from Hitch...so  I'm not really sure if this is a joke or not. The advice is a bit sweeping and generalized but the intent behind most of the stuff is on the right path I guess. Personally, I like to be daring and move past ""barely noticeable touching"" during the second date."
350,"Oh. Well people will probably assume you're not a dude. Because of the flair.

But now your ruse is exposed. 

Just like your penis. "
351,:( fuck. Thats brutal
352,"My boss who is really pretty, but married. "
353,Female here. FLIRT. Trust me.
354,"Dead at number 6, thanks "
355,"&gt; I was told that women hate guys who immediately hit on them.

We hate it even more when it turns out that someone we thought was our friend just wanted sex."
356,"Cut your losses. If they wanted to hangout, they'd make the time. "
357,"Why: cuz sex is fun and they were attractive and willing.

Relationships: Man... on the one hand, I never really have a problem sitting back and thinking ""Did I miss my chance to fuck a buncha people?"" But on the other, when you are with so many people, you see the extremes in personality. You also see some trends that can *really* depress you."
358,Aww. 
359,I don't know what his reasoning is but I personally think harpy statues would be too obvious. 
360,Cost sharing only works in some circumstances. SOs can be almost as expensive as kids.
361,"When a woman wants to sex you, she likes knowing you wanna sex her too. When a woman wants friendship, she doesn't want you suddenly wanting sex from her after comfortably settling into friendship. "
362,"""She's my best friend. We tell each other everything, we know each other inside and out, spend all day together. Yeah, I can't imagine my life without her, honestly. And, frankly, the sex is *amazing*.""

""What? Dating? Pffft, nah she's just a friend.""

God fucking dammit you kids today."
363,[deleted]
364,"Little kids rarely tell their parents to stop doing something like this, even if to the rest of the world it's super wrong. If it's all they've ever known, they'll rarely question it, and even assume that everyone else does it too."
365,( ͡° ͜ʖ ͡°)
366,"I'm the only child of a single mother. My father has never been involved in my life. Here are some differences I've noticed:

* I'm more emotional than your average guy. My mother always encouraged me to talk about my feelings, so being comfortable expressing myself is something that's always been normal for me. 

* I'm also very affectionate. I can't recall a single day going by where my mother didn't hug, kiss me, and tell me she loved me at least twice. As a result I'm very comfortable with all forms of emotional expression, and the absence of any of those is not acceptable for me in a romantic relationship.

* There's something I want to stress because people assume that emotional = unstable. Although my mother was very emotionally expressive with me, she never lost control of her emotions, and the only time I remember her breaking down was when my grandfather passed away. Because of that I have a very good grasp of my emotions and can recognize when I'm about to be overwhelmed and put it to one side if a strong emotional reaction isn't appropriate for my surroundings. 

* I tend to have more female friends than male friends.

* It's very easy for me to commit to a relationship. I think my mother gave me healthy expectations of how someone should treat you when they care about you.

On the flip side:

* I don't relate very well to other men and don't have a lot of male friends despite playing sports my entire life.

* It took me a *long* time to learn not to take teasing badly. Good-natured teasing is common in male friendships, but my mother only ever expressed positive emotion with me (in a light-hearted context I mean - she definitely disciplined me when I deserved it). As a result I came to view teasing as automatically negative. That made me an easy target and made my early teenage years tough sometimes.

* I didn't grow up seeing positive applications of masculinity, so I have a very negative view of traditional masculinity and traditionally masculine traits. This isn't because of any view my mother expressed during my childhood - just my internalization of the behavior of men I observed growing up."
367,"My mom is dead, I wonder if you see her there."
